_id,代码,股票名称
ObjectId(5d84193b067cbab2e44159fe),600742,一汽富维
ObjectId(5d84193b067cbab2e44159ff),600741,华域汽车
ObjectId(5d84193b067cbab2e4415a00),600740,山西焦化
ObjectId(5d84193b067cbab2e4415a01),600739,辽宁成大
ObjectId(5d84193b067cbab2e4415a02),600738,兰州民百
ObjectId(5d84193b067cbab2e4415a03),600737,中粮糖业
ObjectId(5d84193b067cbab2e4415a04),600736,苏州高新
ObjectId(5d84193b067cbab2e4415a05),600734,实达集团
ObjectId(5d84193b067cbab2e4415a06),600735,新华锦
ObjectId(5d84193b067cbab2e4415a07),600733,北汽蓝谷
ObjectId(5d84193b067cbab2e4415a08),600732,ST新梅
ObjectId(5d84193b067cbab2e4415a09),600730,中国高科
ObjectId(5d84193b067cbab2e4415a0a),600729,重庆百货
ObjectId(5d84193b067cbab2e4415a0b),600731,湖南海利
ObjectId(5d84193b067cbab2e4415a0c),600728,佳都科技
ObjectId(5d84193b067cbab2e4415a0d),600727,鲁北化工
ObjectId(5d84193b067cbab2e4415a0e),600726,*ST华源
ObjectId(5d84193b067cbab2e4415a0f),600725,ST云维
ObjectId(5d84193b067cbab2e4415a10),600723,首商股份
ObjectId(5d84193b067cbab2e4415a11),600724,宁波富达
ObjectId(5d84193b067cbab2e4415a12),600721,*ST百花
ObjectId(5d84193b067cbab2e4415a13),600722,金牛化工
ObjectId(5d84193b067cbab2e4415a14),600720,祁连山
ObjectId(5d84193b067cbab2e4415a15),600719,大连热电
ObjectId(5d84193b067cbab2e4415a16),600718,东软集团
ObjectId(5d84193b067cbab2e4415a17),600717,天津港
ObjectId(5d84193b067cbab2e4415a18),600715,文投控股
ObjectId(5d84193b067cbab2e4415a19),600716,凤凰股份
ObjectId(5d84193b067cbab2e4415a1a),600714,金瑞矿业
ObjectId(5d84193b067cbab2e4415a1b),600713,南京医药
ObjectId(5d84193b067cbab2e4415a1c),600712,南宁百货
ObjectId(5d84193b067cbab2e4415a1d),600711,盛屯矿业
ObjectId(5d84193b067cbab2e4415a1e),600710,XD苏美达
ObjectId(5d84193b067cbab2e4415a1f),600708,光明地产
ObjectId(5d84193b067cbab2e4415a20),600707,彩虹股份
ObjectId(5d84193b067cbab2e4415a21),600706,曲江文旅
ObjectId(5d84193b067cbab2e4415a22),600705,中航资本
ObjectId(5d84193b067cbab2e4415a23),600704,XD物产中
ObjectId(5d84193b067cbab2e4415a24),600699,均胜电子
ObjectId(5d84193b067cbab2e4415a25),600703,三安光电
ObjectId(5d84193b067cbab2e4415a26),600698,*ST天雁
ObjectId(5d84193b067cbab2e4415a27),600697,欧亚集团
ObjectId(5d84193b067cbab2e4415a28),600701,*ST工新
ObjectId(5d84193b067cbab2e4415a29),600702,舍得酒业
ObjectId(5d84193b067cbab2e4415a2a),600696,ST岩石
ObjectId(5d84193b067cbab2e4415a2b),600695,绿庭投资
ObjectId(5d84193b067cbab2e4415a2c),600694,大商股份
ObjectId(5d84193b067cbab2e4415a2d),600693,东百集团
ObjectId(5d84193b067cbab2e4415a2e),600692,亚通股份
ObjectId(5d84193b067cbab2e4415a2f),600691,阳煤化工
ObjectId(5d84193b067cbab2e4415a30),600690,青岛海尔
ObjectId(5d84193b067cbab2e4415a31),600688,上海石化
ObjectId(5d84193b067cbab2e4415a32),600689,上海三毛
ObjectId(5d84193b067cbab2e4415a33),600687,*ST刚泰
ObjectId(5d84193b067cbab2e4415a34),600686,金龙汽车
ObjectId(5d84193b067cbab2e4415a35),600685,中船防务
ObjectId(5d84193b067cbab2e4415a36),600684,珠江实业
ObjectId(5d84193b067cbab2e4415a37),600682,南京新百
ObjectId(5d84193b067cbab2e4415a38),600683,京投发展
ObjectId(5d84193b067cbab2e4415a39),600679,上海凤凰
ObjectId(5d84193b067cbab2e4415a3a),600681,百川能源
ObjectId(5d84193b067cbab2e4415a3b),600677,航天通信
ObjectId(5d84193b067cbab2e4415a3c),600678,四川金顶
ObjectId(5d84193b067cbab2e4415a3d),600676,交运股份
ObjectId(5d84193b067cbab2e4415a3e),600675,中华企业
ObjectId(5d84193b067cbab2e4415a3f),600673,东阳光
ObjectId(5d84193b067cbab2e4415a40),600674,川投能源
ObjectId(5d84193b067cbab2e4415a41),600671,天目药业
ObjectId(5d84193b067cbab2e4415a42),600668,尖峰集团
ObjectId(5d84193b067cbab2e4415a43),600667,太极实业
ObjectId(5d84193b067cbab2e4415a44),600666,*ST瑞德
ObjectId(5d84193b067cbab2e4415a45),600665,天地源
ObjectId(5d84193b067cbab2e4415a46),600663,DR陆家嘴
ObjectId(5d84193b067cbab2e4415a47),600664,哈药股份
ObjectId(5d84193b067cbab2e4415a48),600662,强生控股
ObjectId(5d84193b067cbab2e4415a49),600661,昂立教育
ObjectId(5d84193b067cbab2e4415a4a),600660,福耀玻璃
ObjectId(5d84193b067cbab2e4415a4b),600658,电子城
ObjectId(5d84193b067cbab2e4415a4c),600657,信达地产
ObjectId(5d84193b067cbab2e4415a4d),600655,豫园股份
ObjectId(5d84193b067cbab2e4415a4e),600654,*ST中安
ObjectId(5d84193b067cbab2e4415a4f),600653,申华控股
ObjectId(5d84193b067cbab2e4415a50),600651,飞乐音响
ObjectId(5d84193b067cbab2e4415a51),600648,外高桥
ObjectId(5d84193b067cbab2e4415a52),600650,锦江投资
ObjectId(5d84193b067cbab2e4415a53),600647,同达创业
ObjectId(5d84193b067cbab2e4415a54),600644,乐山电力
ObjectId(5d84193b067cbab2e4415a55),600652,*ST游久
ObjectId(5d84193b067cbab2e4415a56),600645,中源协和
ObjectId(5d84193b067cbab2e4415a57),600643,爱建集团
ObjectId(5d84193b067cbab2e4415a58),600649,城投控股
ObjectId(5d84193b067cbab2e4415a59),600642,申能股份
ObjectId(5d84193b067cbab2e4415a5a),600641,万业企业
ObjectId(5d84193b067cbab2e4415a5b),600640,号百控股
ObjectId(5d84193b067cbab2e4415a5c),600639,浦东金桥
ObjectId(5d84193b067cbab2e4415a5d),600638,新黄浦
ObjectId(5d84193b067cbab2e4415a5e),600637,东方明珠
ObjectId(5d84193b067cbab2e4415a5f),600633,浙数文化
ObjectId(5d84193b067cbab2e4415a60),600636,三爱富
ObjectId(5d84193b067cbab2e4415a61),600630,龙头股份
ObjectId(5d84193b067cbab2e4415a62),600629,华建集团
ObjectId(5d84193b067cbab2e4415a63),600628,新世界
ObjectId(5d84193b067cbab2e4415a64),600635,大众公用
ObjectId(5d84193b067cbab2e4415a65),600634,*ST富控
ObjectId(5d84193b067cbab2e4415a66),600626,申达股份
ObjectId(5d84193b067cbab2e4415a67),600624,复旦复华
ObjectId(5d84193b067cbab2e4415a68),600623,华谊集团
ObjectId(5d84193b067cbab2e4415a69),600622,光大嘉宝
ObjectId(5d84193b067cbab2e4415a6a),600619,海立股份
ObjectId(5d84193b067cbab2e4415a6b),600620,天宸股份
ObjectId(5d84193b067cbab2e4415a6c),600621,华鑫股份
ObjectId(5d84193b067cbab2e4415a6d),600617,国新能源
ObjectId(5d84193b067cbab2e4415a6e),600616,金枫酒业
ObjectId(5d84193b067cbab2e4415a6f),600615,ST丰华
ObjectId(5d84193b067cbab2e4415a70),600614,*ST鹏起
ObjectId(5d84193b067cbab2e4415a71),600618,氯碱化工
ObjectId(5d84193b067cbab2e4415a72),600613,神奇制药
ObjectId(5d84193b067cbab2e4415a73),600612,老凤祥
ObjectId(5d84193b067cbab2e4415a74),600611,大众交通
ObjectId(5d84193b067cbab2e4415a75),600610,*ST毅达
ObjectId(5d84193b067cbab2e4415a76),600609,金杯汽车
ObjectId(5d84193b067cbab2e4415a77),600608,ST沪科
ObjectId(5d84193b067cbab2e4415a78),600606,绿地控股
ObjectId(5d84193b067cbab2e4415a79),600605,汇通能源
ObjectId(5d84193b067cbab2e4415a7a),600604,市北高新
ObjectId(5d84193b067cbab2e4415a7b),600603,广汇物流
ObjectId(5d84193b067cbab2e4415a7c),600602,云赛智联
ObjectId(5d84193b067cbab2e4415a7d),600600,青岛啤酒
ObjectId(5d84193b067cbab2e4415a7e),600601,方正科技
ObjectId(5d84193b067cbab2e4415a7f),600599,熊猫金控
ObjectId(5d84193b067cbab2e4415a80),600598,北大荒
ObjectId(5d84193b067cbab2e4415a81),600597,光明乳业
ObjectId(5d84193b067cbab2e4415a82),600595,*ST中孚
ObjectId(5d84193b067cbab2e4415a83),600596,新安股份
ObjectId(5d84193b067cbab2e4415a84),600593,大连圣亚
ObjectId(5d84193b067cbab2e4415a85),600594,益佰制药
ObjectId(5d84193b067cbab2e4415a86),600592,龙溪股份
ObjectId(5d84193b067cbab2e4415a87),600590,泰豪科技
ObjectId(5d84193b067cbab2e4415a88),600589,广东榕泰
ObjectId(5d84193b067cbab2e4415a89),600588,用友网络
ObjectId(5d84193b067cbab2e4415a8a),600587,新华医疗
ObjectId(5d84193b067cbab2e4415a8b),600586,金晶科技
ObjectId(5d84193b067cbab2e4415a8c),600585,海螺水泥
ObjectId(5d84193b067cbab2e4415a8d),600584,长电科技
ObjectId(5d84193b067cbab2e4415a8e),600583,海油工程
ObjectId(5d84193b067cbab2e4415a8f),600582,天地科技
ObjectId(5d84193b067cbab2e4415a90),600581,八一钢铁
ObjectId(5d84193b067cbab2e4415a91),600580,卧龙电驱
ObjectId(5d84193b067cbab2e4415a92),600578,京能电力
ObjectId(5d84193b067cbab2e4415a93),600579,天华院
ObjectId(5d84193b067cbab2e4415a94),600577,精达股份
ObjectId(5d84193b067cbab2e4415a95),600576,祥源文化
ObjectId(5d84193b067cbab2e4415a96),600575,皖江物流
ObjectId(5d84193b067cbab2e4415a97),600572,康恩贝
ObjectId(5d84193b067cbab2e4415a98),600571,信雅达
ObjectId(5d84193b067cbab2e4415a99),600573,惠泉啤酒
ObjectId(5d84193b067cbab2e4415a9a),600570,恒生电子
ObjectId(5d84193b067cbab2e4415a9b),600569,安阳钢铁
ObjectId(5d84193b067cbab2e4415a9c),600568,中珠医疗
ObjectId(5d84193b067cbab2e4415a9d),600567,山鹰纸业
ObjectId(5d84193b067cbab2e4415a9e),600566,济川药业
ObjectId(5d84193b067cbab2e4415a9f),600565,迪马股份
ObjectId(5d84193b067cbab2e4415aa0),600562,国睿科技
ObjectId(5d84193b067cbab2e4415aa1),600563,法拉电子
ObjectId(5d84193b067cbab2e4415aa2),600561,江西长运
ObjectId(5d84193b067cbab2e4415aa3),600559,老白干酒
ObjectId(5d84193b067cbab2e4415aa4),600560,金自天正
ObjectId(5d84193b067cbab2e4415aa5),600558,大西洋
ObjectId(5d84193b067cbab2e4415aa6),600557,康缘药业
ObjectId(5d84193b067cbab2e4415aa7),600556,ST慧球
ObjectId(5d84193b067cbab2e4415aa8),600552,凯盛科技
ObjectId(5d84193b067cbab2e4415aa9),600555,海航创新
ObjectId(5d84193b067cbab2e4415aaa),600551,时代出版
ObjectId(5d84193b067cbab2e4415aab),600550,保变电气
ObjectId(5d84193b067cbab2e4415aac),600549,厦门钨业
ObjectId(5d84193b067cbab2e4415aad),600548,深高速
ObjectId(5d84193b067cbab2e4415aae),600547,山东黄金
ObjectId(5d84193b067cbab2e4415aaf),600546,山煤国际
ObjectId(5d84193b067cbab2e4415ab0),600545,卓郎智能
ObjectId(5d84193b067cbab2e4415ab1),600543,莫高股份
ObjectId(5d84193b067cbab2e4415ab2),600540,新赛股份
ObjectId(5d84193b067cbab2e4415ab3),600539,ST狮头
ObjectId(5d84193b067cbab2e4415ab4),600538,国发股份
ObjectId(5d84193b067cbab2e4415ab5),600535,天士力
ObjectId(5d84193b067cbab2e4415ab6),600537,亿晶光电
ObjectId(5d84193b067cbab2e4415ab7),600536,中国软件
ObjectId(5d84193b067cbab2e4415ab8),600533,栖霞建设
ObjectId(5d84193b067cbab2e4415ab9),600532,宏达矿业
ObjectId(5d84193b067cbab2e4415aba),600531,豫光金铅
ObjectId(5d84193b067cbab2e4415abb),600530,交大昂立
ObjectId(5d84193b067cbab2e4415abc),600529,山东药玻
ObjectId(5d84193b067cbab2e4415abd),600526,*ST菲达
ObjectId(5d84193b067cbab2e4415abe),600525,长园集团
ObjectId(5d84193b067cbab2e4415abf),600528,中铁工业
ObjectId(5d84193b067cbab2e4415ac0),600527,江南高纤
ObjectId(5d84193b067cbab2e4415ac1),600520,文一科技
ObjectId(5d84193b067cbab2e4415ac2),600519,贵州茅台
ObjectId(5d84193b067cbab2e4415ac3),600523,贵航股份
ObjectId(5d84193b067cbab2e4415ac4),600518,ST康美
ObjectId(5d84193b067cbab2e4415ac5),600522,中天科技
ObjectId(5d84193b067cbab2e4415ac6),600521,华海药业
ObjectId(5d84193b067cbab2e4415ac7),600517,置信电气
ObjectId(5d84193b067cbab2e4415ac8),600516,方大炭素
ObjectId(5d84193b067cbab2e4415ac9),600515,海航基础
ObjectId(5d84193b067cbab2e4415aca),600513,联环药业
ObjectId(5d84193b067cbab2e4415acb),600511,国药股份
ObjectId(5d84193b067cbab2e4415acc),600508,上海能源
ObjectId(5d84193b067cbab2e4415acd),600512,腾达建设
ObjectId(5d84193b067cbab2e4415ace),600507,方大特钢
ObjectId(5d84193b067cbab2e4415acf),600510,黑牡丹
ObjectId(5d84193b067cbab2e4415ad0),600509,天富能源
ObjectId(5d84193b067cbab2e4415ad1),600506,香梨股份
ObjectId(5d84193b067cbab2e4415ad2),600505,西昌电力
ObjectId(5d84193b067cbab2e4415ad3),600503,华丽家族
ObjectId(5d84193b067cbab2e4415ad4),600502,安徽水利
ObjectId(5d84193b067cbab2e4415ad5),600501,航天晨光
ObjectId(5d84193b067cbab2e4415ad6),600500,中化国际
ObjectId(5d84193b067cbab2e4415ad7),600499,科达洁能
ObjectId(5d84193b067cbab2e4415ad8),600498,烽火通信
ObjectId(5d84193b067cbab2e4415ad9),600497,驰宏锌锗
ObjectId(5d84193b067cbab2e4415ada),600496,精工钢构
ObjectId(5d84193b067cbab2e4415adb),600495,晋西车轴
ObjectId(5d84193b067cbab2e4415adc),600493,凤竹纺织
ObjectId(5d84193b067cbab2e4415add),600491,龙元建设
ObjectId(5d84193b067cbab2e4415ade),600489,中金黄金
ObjectId(5d84193b067cbab2e4415adf),600486,扬农化工
ObjectId(5d84193b067cbab2e4415ae0),600490,鹏欣资源
ObjectId(5d84193b067cbab2e4415ae1),600485,*ST信威
ObjectId(5d84193b067cbab2e4415ae2),600483,福能股份
ObjectId(5d84193b067cbab2e4415ae3),600488,天药股份
ObjectId(5d84193b067cbab2e4415ae4),600487,亨通光电
ObjectId(5d84193b067cbab2e4415ae5),600482,中国动力
ObjectId(5d84193b067cbab2e4415ae6),600481,双良节能
ObjectId(5d84193b067cbab2e4415ae7),600480,凌云股份
ObjectId(5d84193b067cbab2e4415ae8),600479,千金药业
ObjectId(5d84193b067cbab2e4415ae9),600478,科力远
ObjectId(5d84193b067cbab2e4415aea),600477,杭萧钢构
ObjectId(5d84193b067cbab2e4415aeb),600476,湘邮科技
ObjectId(5d84193b067cbab2e4415aec),600475,华光股份
ObjectId(5d84193b067cbab2e4415aed),600469,风神股份
ObjectId(5d84193b067cbab2e4415aee),600470,六国化工
ObjectId(5d84193b067cbab2e4415aef),600468,百利电气
ObjectId(5d84193b067cbab2e4415af0),600467,好当家
ObjectId(5d84193b067cbab2e4415af1),600466,蓝光发展
ObjectId(5d84193b067cbab2e4415af2),600463,空港股份
ObjectId(5d84193b067cbab2e4415af3),600462,*ST九有
ObjectId(5d84193b067cbab2e4415af4),600461,洪城水业
ObjectId(5d84193b067cbab2e4415af5),600460,士兰微
ObjectId(5d84193b067cbab2e4415af6),600459,贵研铂业
ObjectId(5d84193b067cbab2e4415af7),600456,宝钛股份
ObjectId(5d84193b067cbab2e4415af8),600458,时代新材
ObjectId(5d84193b067cbab2e4415af9),600455,博通股份
ObjectId(5d84193b067cbab2e4415afa),600452,涪陵电力
ObjectId(5d84193b067cbab2e4415afb),600449,宁夏建材
ObjectId(5d84193b067cbab2e4415afc),600448,华纺股份
ObjectId(5d84193b067cbab2e4415afd),600446,金证股份
ObjectId(5d84193b067cbab2e4415afe),600444,国机通用
ObjectId(5d84193b067cbab2e4415aff),600438,通威股份
ObjectId(5d84193b067cbab2e4415b00),600439,瑞贝卡
ObjectId(5d84193b067cbab2e4415b01),600436,片仔癀
ObjectId(5d84193b067cbab2e4415b02),600435,北方导航
ObjectId(5d84193b067cbab2e4415b03),600433,冠豪高新
ObjectId(5d84193b067cbab2e4415b04),600429,三元股份
ObjectId(5d84193b067cbab2e4415b05),600428,中远海特
ObjectId(5d84193b067cbab2e4415b06),600426,华鲁恒升
ObjectId(5d84193b067cbab2e4415b07),600425,青松建化
ObjectId(5d84193b067cbab2e4415b08),600423,*ST柳化
ObjectId(5d84193b067cbab2e4415b09),600422,昆药集团
ObjectId(5d84193b067cbab2e4415b0a),600421,*ST仰帆
ObjectId(5d84193b067cbab2e4415b0b),600420,现代制药
ObjectId(5d84193b067cbab2e4415b0c),600419,天润乳业
ObjectId(5d84193b067cbab2e4415b0d),600418,江淮汽车
ObjectId(5d84193b067cbab2e4415b0e),600416,湘电股份
ObjectId(5d84193b067cbab2e4415b0f),600415,小商品城
ObjectId(5d84193b067cbab2e4415b10),600410,华胜天成
ObjectId(5d84193b067cbab2e4415b11),600409,三友化工
ObjectId(5d84193b067cbab2e4415b12),600408,ST安泰
ObjectId(5d84193b067cbab2e4415b13),600406,国电南瑞
ObjectId(5d84193b067cbab2e4415b14),600405,动力源
ObjectId(5d84193b067cbab2e4415b15),600403,大有能源
ObjectId(5d84193b067cbab2e4415b16),600401,退市海润
ObjectId(5d84193b067cbab2e4415b17),600400,红豆股份
ObjectId(5d84193b067cbab2e4415b18),600398,海澜之家
ObjectId(5d84193b067cbab2e4415b19),600399,ST抚钢
ObjectId(5d84193b067cbab2e4415b1a),600397,安源煤业
ObjectId(5d84193b067cbab2e4415b1b),600396,*ST金山
ObjectId(5d84193b067cbab2e4415b1c),600395,盘江股份
ObjectId(5d84193b067cbab2e4415b1d),600393,粤泰股份
ObjectId(5d84193b067cbab2e4415b1e),600392,盛和资源
ObjectId(5d84193b067cbab2e4415b1f),600391,航发科技
ObjectId(5d84193b067cbab2e4415b20),600390,五矿资本
ObjectId(5d84193b067cbab2e4415b21),600389,江山股份
ObjectId(5d84193b067cbab2e4415b22),600388,龙净环保
ObjectId(5d84193b067cbab2e4415b23),600387,海越能源
ObjectId(5d84193b067cbab2e4415b24),600386,北巴传媒
ObjectId(5d84193b067cbab2e4415b25),600385,*ST金泰
ObjectId(5d84193b067cbab2e4415b26),600383,金地集团
ObjectId(5d84193b067cbab2e4415b27),600382,广东明珠
ObjectId(5d84193b067cbab2e4415b28),600381,青海春天
ObjectId(5d84193b067cbab2e4415b29),600380,健康元
ObjectId(5d84193b067cbab2e4415b2a),600379,宝光股份
ObjectId(5d84193b067cbab2e4415b2b),600378,天科股份
ObjectId(5d84193b067cbab2e4415b2c),600377,宁沪高速
ObjectId(5d84193b067cbab2e4415b2d),600376,首开股份
ObjectId(5d84193b067cbab2e4415b2e),600375,华菱星马
ObjectId(5d84193b067cbab2e4415b2f),600373,中文传媒
ObjectId(5d84193b067cbab2e4415b30),600372,中航电子
ObjectId(5d84193b067cbab2e4415b31),600371,万向德农
ObjectId(5d84193b067cbab2e4415b32),600370,XD三房巷
ObjectId(5d84193b067cbab2e4415b33),600369,西南证券
ObjectId(5d84193b067cbab2e4415b34),600366,宁波韵升
ObjectId(5d84193b067cbab2e4415b35),600368,五洲交通
ObjectId(5d84193b067cbab2e4415b36),600367,红星发展
ObjectId(5d84193b067cbab2e4415b37),600365,通葡股份
ObjectId(5d84193b067cbab2e4415b38),600363,联创光电
ObjectId(5d84193b067cbab2e4415b39),600362,江西铜业
ObjectId(5d84193b067cbab2e4415b3a),600361,华联综超
ObjectId(5d84193b067cbab2e4415b3b),600360,华微电子
ObjectId(5d84193b067cbab2e4415b3c),600359,新农开发
ObjectId(5d84193b067cbab2e4415b3d),600358,国旅联合
ObjectId(5d84193b067cbab2e4415b3e),600356,恒丰纸业
ObjectId(5d84193b067cbab2e4415b3f),600355,精伦电子
ObjectId(5d84193b067cbab2e4415b40),600354,敦煌种业
ObjectId(5d84193b067cbab2e4415b41),600353,旭光股份
ObjectId(5d84193b067cbab2e4415b42),600352,浙江龙盛
ObjectId(5d84193b067cbab2e4415b43),600351,亚宝药业
ObjectId(5d84193b067cbab2e4415b44),600350,山东高速
ObjectId(5d84193b067cbab2e4415b45),600348,阳泉煤业
ObjectId(5d84193b067cbab2e4415b46),600346,恒力股份
ObjectId(5d84193b067cbab2e4415b47),600345,长江通信
ObjectId(5d84193b067cbab2e4415b48),600343,航天动力
ObjectId(5d84193b067cbab2e4415b49),600340,华夏幸福
ObjectId(5d84193b067cbab2e4415b4a),600339,中油工程
ObjectId(5d84193b067cbab2e4415b4b),600338,西藏珠峰
ObjectId(5d84193b067cbab2e4415b4c),600337,美克家居
ObjectId(5d84193b067cbab2e4415b4d),600336,澳柯玛
ObjectId(5d84193b067cbab2e4415b4e),600335,国机汽车
ObjectId(5d84193b067cbab2e4415b4f),600333,长春燃气
ObjectId(5d84193b067cbab2e4415b50),600332,白云山
ObjectId(5d84193b067cbab2e4415b51),600331,宏达股份
ObjectId(5d84193b067cbab2e4415b52),600330,天通股份
ObjectId(5d84193b067cbab2e4415b53),600329,中新药业
ObjectId(5d84193b067cbab2e4415b54),600328,兰太实业
ObjectId(5d84193b067cbab2e4415b55),600327,DR大东方
ObjectId(5d84193b067cbab2e4415b56),600326,西藏天路
ObjectId(5d84193b067cbab2e4415b57),600325,华发股份
ObjectId(5d84193b067cbab2e4415b58),600323,瀚蓝环境
ObjectId(5d84193b067cbab2e4415b59),600322,天房发展
ObjectId(5d84193b067cbab2e4415b5a),600321,ST正源
ObjectId(5d84193b067cbab2e4415b5b),600320,振华重工
ObjectId(5d84193b067cbab2e4415b5c),600319,亚星化学
ObjectId(5d84193b067cbab2e4415b5d),600317,营口港
ObjectId(5d84193b067cbab2e4415b5e),600318,新力金融
ObjectId(5d84193b067cbab2e4415b5f),600316,洪都航空
ObjectId(5d84193b067cbab2e4415b60),600315,上海家化
ObjectId(5d84193b067cbab2e4415b61),600313,农发种业
ObjectId(5d84193b067cbab2e4415b62),600312,平高电气
ObjectId(5d84193b067cbab2e4415b63),600311,荣华实业
ObjectId(5d84193b067cbab2e4415b64),600310,桂东电力
ObjectId(5d84193b067cbab2e4415b65),600309,万华化学
ObjectId(5d84193b067cbab2e4415b66),600308,华泰股份
ObjectId(5d84193b067cbab2e4415b67),600307,酒钢宏兴
ObjectId(5d84193b067cbab2e4415b68),600306,商业城
ObjectId(5d84193b067cbab2e4415b69),600301,ST南化
ObjectId(5d84193b067cbab2e4415b6a),600300,维维股份
ObjectId(5d84193b067cbab2e4415b6b),600299,安迪苏
ObjectId(5d84193b067cbab2e4415b6c),600298,安琪酵母
ObjectId(5d84193b067cbab2e4415b6d),600303,曙光股份
ObjectId(5d84193b067cbab2e4415b6e),600297,广汇汽车
ObjectId(5d84193b067cbab2e4415b6f),600305,恒顺醋业
ObjectId(5d84193b067cbab2e4415b70),600295,鄂尔多斯
ObjectId(5d84193b067cbab2e4415b71),600302,标准股份
ObjectId(5d84193b067cbab2e4415b72),600292,远达环保
ObjectId(5d84193b067cbab2e4415b73),600293,三峡新材
ObjectId(5d84193b067cbab2e4415b74),600291,西水股份
ObjectId(5d84193b067cbab2e4415b75),600290,华仪电气
ObjectId(5d84193b067cbab2e4415b76),600288,大恒科技
ObjectId(5d84193b067cbab2e4415b77),600289,*ST信通
ObjectId(5d84193b067cbab2e4415b78),600287,江苏舜天
ObjectId(5d84193b067cbab2e4415b79),600285,羚锐制药
ObjectId(5d84193b067cbab2e4415b7a),600284,浦东建设
ObjectId(5d84193b067cbab2e4415b7b),600283,钱江水利
ObjectId(5d84193b067cbab2e4415b7c),600282,南钢股份
ObjectId(5d84193b067cbab2e4415b7d),600281,太化股份
ObjectId(5d84193b067cbab2e4415b7e),600280,中央商场
ObjectId(5d84193b067cbab2e4415b7f),600279,重庆港九
ObjectId(5d84193b067cbab2e4415b80),600278,东方创业
ObjectId(5d84193b067cbab2e4415b81),600277,亿利洁能
ObjectId(5d84193b067cbab2e4415b82),600276,恒瑞医药
ObjectId(5d84193b067cbab2e4415b83),600275,ST昌鱼
ObjectId(5d84193b067cbab2e4415b84),600273,嘉化能源
ObjectId(5d84193b067cbab2e4415b85),600272,开开实业
ObjectId(5d84193b067cbab2e4415b86),600271,航天信息
ObjectId(5d84193b067cbab2e4415b87),600269,赣粤高速
ObjectId(5d84193b067cbab2e4415b88),600268,国电南自
ObjectId(5d84193b067cbab2e4415b89),600267,海正药业
ObjectId(5d84193b067cbab2e4415b8a),600266,北京城建
ObjectId(5d84193b067cbab2e4415b8b),600265,ST景谷
ObjectId(5d84193b067cbab2e4415b8c),600261,XD阳光照
ObjectId(5d84193b067cbab2e4415b8d),600262,北方股份
ObjectId(5d84193b067cbab2e4415b8e),600260,凯乐科技
ObjectId(5d84193b067cbab2e4415b8f),600259,广晟有色
ObjectId(5d84193b067cbab2e4415b90),600256,广汇能源
ObjectId(5d84193b067cbab2e4415b91),600258,首旅酒店
ObjectId(5d84193b067cbab2e4415b92),600257,大湖股份
ObjectId(5d84193b067cbab2e4415b93),600255,梦舟股份
ObjectId(5d84193b067cbab2e4415b94),600252,中恒集团
ObjectId(5d84193b067cbab2e4415b95),600251,冠农股份
ObjectId(5d84193b067cbab2e4415b96),600250,南纺股份
ObjectId(5d84193b067cbab2e4415b97),600249,两面针
ObjectId(5d84193b067cbab2e4415b98),600248,延长化建
ObjectId(5d84193b067cbab2e4415b99),600247,ST成城
ObjectId(5d84193b067cbab2e4415b9a),600246,万通地产
ObjectId(5d84193b067cbab2e4415b9b),600243,青海华鼎
ObjectId(5d84193b067cbab2e4415b9c),600242,中昌数据
ObjectId(5d84193b067cbab2e4415b9d),600241,时代万恒
ObjectId(5d84193b067cbab2e4415b9e),600240,*ST华业
ObjectId(5d84193b067cbab2e4415b9f),600239,云南城投
ObjectId(5d84193b067cbab2e4415ba0),600238,ST椰岛
ObjectId(5d84193b067cbab2e4415ba1),600237,铜峰电子
ObjectId(5d84193b067cbab2e4415ba2),600236,桂冠电力
ObjectId(5d84193b067cbab2e4415ba3),600235,民丰特纸
ObjectId(5d84193b067cbab2e4415ba4),600234,*ST山水
ObjectId(5d84193b067cbab2e4415ba5),600233,圆通速递
ObjectId(5d84193b067cbab2e4415ba6),600232,金鹰股份
ObjectId(5d84193b067cbab2e4415ba7),600231,凌钢股份
ObjectId(5d84193b067cbab2e4415ba8),600230,沧州大化
ObjectId(5d84193b067cbab2e4415ba9),600229,城市传媒
ObjectId(5d84193b067cbab2e4415baa),600228,ST昌九
ObjectId(5d84193b067cbab2e4415bab),600227,圣济堂
ObjectId(5d84193b067cbab2e4415bac),600226,瀚叶股份
ObjectId(5d84193b067cbab2e4415bad),600225,天津松江
ObjectId(5d84193b067cbab2e4415bae),600223,鲁商置业
ObjectId(5d84193b067cbab2e4415baf),600222,太龙药业
ObjectId(5d84193b067cbab2e4415bb0),600221,海航控股
ObjectId(5d84193b067cbab2e4415bb1),600220,江苏阳光
ObjectId(5d84193b067cbab2e4415bb2),600219,南山铝业
ObjectId(5d84193b067cbab2e4415bb3),600218,全柴动力
ObjectId(5d84193b067cbab2e4415bb4),600217,中再资环
ObjectId(5d84193b067cbab2e4415bb5),600216,浙江医药
ObjectId(5d84193b067cbab2e4415bb6),600213,亚星客车
ObjectId(5d84193b067cbab2e4415bb7),600215,XD长春经
ObjectId(5d84193b067cbab2e4415bb8),600212,江泉实业
ObjectId(5d84193b067cbab2e4415bb9),600211,西藏药业
ObjectId(5d84193b067cbab2e4415bba),600210,紫江企业
